headline,date,doc_type,material_type,section,keywords,word_count
Updated Booster Shots Expected Within Days as C.D.C. Signs Off,2022-09-01,article,News,Health,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Coronavirus Omicron Variant', 'your-feed-healthcare']",1552
Your Thursday Evening Briefing,2022-09-01,article,briefing,Briefing,[],1324
9 New Books We Recommend This Week,2022-09-01,article,News,Books,[],729
"With Peltola’s Defeat of Palin, Alaska’s Ranked-Choice Voting Has a Moment",2022-09-01,article,News,U.S.,"['Ranked-Choice Voting', 'United States Politics and Government', 'Voting and Voters', 'Third-Party Politics (US)', 'Elections, House of Representatives']",1287
"Marcus King, a Bluesy Rocker Who Stared Down His Own Crossroads",2022-09-01,article,News,Arts,"['Pop and Rock Music', 'Content Type: Personal Profile']",1347
Labor Board Official Says Amazon Effort to Overturn Staten Island Warehouse Election Should Be Rejected,2022-09-01,article,News,Technology,"['Organized Labor', 'Warehouses', 'Labor and Jobs']",546
Here’s how to watch Biden’s prime-time speech.,2022-09-01,article,News,U.S.,"['Speeches and Statements', 'Television', 'Video Recordings, Downloads and Streaming', 'United States Politics and Government']",82
N.Y.P.D. Detective Investigated After Knocking Woman to the Ground,2022-09-01,article,News,New York,"['Police Brutality, Misconduct and Shootings']",1071
Zelensky says Russia prevented independent journalists from observing the I.A.E.A. mission.,2022-09-01,article,News,World,[],152
Can You Drown Government in an Empty Bathtub?,2022-09-01,article,Op-Ed,Opinion,"['Water', 'Black People', 'Blacks', 'Infrastructure (Public Works)', 'Taxation', 'Politics and Government']",855
Experts Brave Shelling to Reach Imperiled Ukrainian Nuclear Plant at Last,2022-09-01,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Nuclear Energy', 'Radiation', 'Accidents and Safety', 'Defense and Military Forces']",1321
"If an Alternative Candidate Is Needed in 2024, These Folks Will Be Ready",2022-09-01,article,Op-Ed,Opinion,"['Presidential Election of 2024', 'United States Politics and Government', 'Polls and Public Opinion']",899
"Palin Lost a Shot at a House Seat, but She Has a Second Chance",2022-09-01,article,News,U.S.,"['Elections, House of Representatives', 'United States Politics and Government', 'Ranked-Choice Voting']",1696
"Jan. 6 Panel Calls Gingrich to Testify, Saying He Had Role in Trump Plot",2022-09-01,article,News,U.S.,"['United States Politics and Government', 'Storming of the US Capitol (Jan, 2021)', 'Presidential Election of 2020']",978
The Day Gorbachev Made D.C. Stand Still,2022-09-01,article,Op-Ed,Opinion,"['Cold War Era', 'Nuclear Weapons', 'United States International Relations']",1502
Trump’s Tastes in Intelligence: Power and Leverage,2022-09-01,article,News,U.S.,"['Classified Information and State Secrets', 'Espionage and Intelligence Services', 'United States Defense and Military Forces', 'United States Politics and Government', 'United States International Relations']",1613
Former Idaho Lawmaker Sentenced to 20 Years in Prison for Raping Intern,2022-09-01,article,News,U.S.,['Sex Crimes'],512
"Why We Get Motion Sick, and How to Stop It",2022-09-02,article,News,Well,"['Content Type: Service', 'Parenting', 'Doctors']",1565
McCarthy embraces Trump’s assault on the Justice Department over the Mar-a-Lago search.,2022-09-02,article,News,U.S.,"['Speeches and Statements', 'Midterm Elections (2022)', 'United States Politics and Government']",566
"Ex-N.Y.P.D. Officer Gets 10 Years for Jan. 6 Attack, Longest Sentence to Date",2022-09-02,article,News,U.S.,"['Storming of the US Capitol (Jan, 2021)', 'United States Politics and Government']",943
"The Williams sisters, after a tight first set, are overpowered in doubles.",2022-09-02,article,News,Sports,"['Tennis', 'United States Open (Tennis)']",1038
Biden Says Trump-Led Extremism Threatens Democracy,2022-09-02,multimedia,Video,U.S.,"['Speeches and Statements', 'Democracy (Theory and Philosophy)', 'United States Politics and Government', 'Right-Wing Extremism and Alt-Right']",0
Landing Spot for a Bee,2022-09-02,article,News,Crosswords & Games,['Crossword Puzzles'],680
Variety: Cryptic Crossword,2022-09-02,article,News,Crosswords & Games,[],1075
Argentina’s Vice President Unharmed After Assassination Attempt,2022-09-02,article,News,World,"['Politics and Government', 'Murders, Attempted Murders and Homicides']",808
Four takeaways from Biden’s speech in Philadelphia.,2022-09-02,article,News,U.S.,"['United States Politics and Government', 'Speeches and Statements', 'Midterm Elections (2022)', 'United States Economy', 'Democracy (Theory and Philosophy)']",1034
"A Rematch of Biden v. Trump, Two Years Early",2022-09-02,article,News,U.S.,"['United States Politics and Government', 'Democracy (Theory and Philosophy)', 'Presidential Election of 2020', 'Midterm Elections (2022)', 'Speeches and Statements']",1213
Full Transcript of President Biden’s Speech in Philadelphia,2022-09-02,article,News,U.S.,"['Speeches and Statements', 'Democracy (Theory and Philosophy)', 'United States Politics and Government']",2926
"After a Nudge from Aziz Ansari, a First Date",2022-09-02,article,News,Style,['Weddings and Engagements'],759
A Proposal Seven Years in the Making,2022-09-02,article,News,Style,['Weddings and Engagements'],800
"In Sickness, Proving the Health of Their Relationship",2022-09-02,article,News,Style,['Weddings and Engagements'],776
"I Broke My Knee, Which Fractured My Marriage",2022-09-02,article,News,Style,"['Love (Emotion)', 'Marriages', 'internal-sub-only']",1543
"In Harlem, Detroit Natives Find a Love That Feels Like Home",2022-09-02,article,News,Style,"['Weddings and Engagements', 'Basketball']",1547
Quotation of the Day: A Water Crisis Highlights a Nationwide Threat,2022-09-02,article,Quote,Today’s Paper,[],50
"Corrections: Sept. 2, 2022",2022-09-02,article,Correction,Corrections,[],217
His U.S. Open Run Could Influence Tennis in China,2022-09-02,article,News,Sports,"['Tennis', 'United States Open (Tennis)', 'Content Type: Personal Profile']",933
"‘Condemned to Lead’ Europe, German Chancellor Struggles for Impact",2022-09-02,article,News,World,"['Speeches and Statements', 'Russian Invasion of Ukraine (2022)', 'International Relations', 'Politics and Government']",1386
Schools of Thought Control,2022-09-02,article,Review,Books,"['genre-books-childrens', 'Books and Literature', 'Children and Childhood']",1213
"Let’s Go, Mets? Sure. But How About Those Starry Knights!",2022-09-02,article,briefing,New York,"['internal-storyline-no', 'Museums', 'Art', 'Softball']",1453
Behind the Scenes of an Afghan (Australian) Soccer Story,2022-09-02,article,News,World,"['Refugees and Displaced Persons', 'Soccer', 'Women and Girls']",1251
Your Friday Briefing,2022-09-02,article,briefing,Briefing,"['Elections', 'Theater', 'War and Armed Conflicts', 'Soccer', 'United States Politics and Government', 'Midterm Elections (2022)', 'Politics and Government', 'Nuclear Energy', 'Russian Invasion of Ukraine (2022)']",1307
The U.N.’s nuclear agency is limited in its ability to enforce its recommendations on Zaporizhzhia.,2022-09-02,article,News,World,[],451
Spelling Bee Forum,2022-09-02,article,News,Crosswords & Games,[],165
‘Writing About Serena Is Writing About America’,2022-09-02,article,News,Times Insider,"['Tennis', 'United States Open (Tennis)']",737
Serena Williams Prepared a Little Differently for This U.S. Open,2022-09-02,article,News,Sports,"['Tennis', 'United States Open (Tennis)']",1365
Gig Workers Tire of Waiting for Action From Biden’s White House,2022-09-02,article,News,Business Day,"['United States Politics and Government', 'Labor and Jobs', 'Freelancing, Self-Employment and Independent Contracting', 'Car Services and Livery Cabs', 'Part-Time Employment', 'United States Economy']",1573
6 New Paperbacks We Recommend This Week,2022-09-02,multimedia,Interactive Feature,Books,[],0
"The New York Times News Quiz, September 2, 2022",2022-09-02,multimedia,Interactive Feature,Briefing,[],0
5 Things to Do This Weekend,2022-09-02,multimedia,Interactive Feature,Arts,"['Art', 'Video Recordings, Downloads and Streaming', 'Movies', 'Jazz']",0
Beneath the Surface: A Peek at Private Pools,2022-09-02,multimedia,Interactive Feature,Real Estate,"['Basements and Cellars', 'ARCHITECTURE', 'Swimming Pools', 'Real Estate and Housing (Residential)']",0
Amazon Really Believed It Could Sell You a Health Care Fantasy,2022-09-02,article,Op-Ed,Opinion,"['Health Insurance and Managed Care', 'Telemedicine', 'E-Commerce']",1228
How to Have Fun Again,2022-09-02,article,Op-Ed,Opinion,"['Children and Childhood', 'Happiness']",69
Why Did Some Cubans Inject Themselves With H.I.V.?,2022-09-02,article,Review,Books,['Books and Literature'],730
Just Put It in a Bowl,2022-09-02,article,News,Style,"['Food', 'Pizza', 'Fast Food Industry', 'Restaurants']",1115
What Urban Planners Can Learn From This Idealistic Coffee Shop,2022-09-02,article,News,New York,"['Coffeehouses', 'Gentrification', 'Veterans', 'Area Planning and Renewal', 'Affordable Housing', 'Content Type: Personal Profile', 'internal-sub-only']",994
Sex Ed Emerges as Core Issue for N.J. Republicans as Midterms Approach,2022-09-02,article,News,New York,"['Sex Education', 'Education (K-12)', 'Elections, House of Representatives', 'Midterm Elections (2022)']",1416
Hugh Jackman Swaps West Village Home for Chelsea Penthouse,2022-09-02,article,News,Real Estate,['Real Estate and Housing (Residential)'],1406
"With the PGA Tour Season Over, LIV Golf Looks to Strengthen Its Foothold",2022-09-02,article,News,Sports,['Golf'],1154
Trying to Sell Your Old Peloton Bike? So Is Peloton.,2022-09-02,article,News,Business Day,"['Bicycles and Bicycling', 'Exercise', 'Discount Selling', 'Prices (Fares, Fees and Rates)', 'Consumer Behavior', 'Quarantine (Life and Culture)']",1198
A Constellation of Stars From the Latin Art World,2022-09-02,article,Review,Arts,"['Art', 'Museums']",1169
"Ask a Flight Attendant: Middle-Seat Etiquette, Drunk Passengers and Jet Lag",2022-09-02,article,News,Travel,"['AIRLINES AND AIRPLANES', 'Delays (Transportation)', 'Travel and Vacations', 'Flight Attendants', 'Labor and Jobs', 'Content Type: Service']",1624
What Brittney Griner’s Income Says About Women’s Basketball,2022-09-02,article,Op-Ed,Opinion,"['Wages and Salaries', 'Women and Girls', 'Discrimination', 'Political Prisoners', 'Russian Invasion of Ukraine (2022)']",1114
"I Was Onstage With Salman Rushdie That Day, and What I Saw Was Remarkable",2022-09-02,article,Op-Ed,Opinion,"['Books and Literature', 'Freedom of Speech and Expression', 'Writing and Writers', 'Murders, Attempted Murders and Homicides']",967
Is Andy Murray About to Become Andy Murray Again?,2022-09-02,article,News,Sports,"['Tennis', 'United States Open (Tennis)', 'Content Type: Personal Profile']",1261
Marcus Freeman is 36. He’s Also in Charge at Notre Dame.,2022-09-02,article,News,Sports,"['Coaches and Managers', 'Football (College)', 'Content Type: Personal Profile']",1908
David Milch Still Has Stories to Tell,2022-09-02,article,News,Books,"['Books and Literature', 'Television', 'Gambling', ""Alzheimer's Disease"", 'Content Type: Personal Profile']",1909
The Contentious Vote in Chile That Could Transform Indigenous Rights,2022-09-02,article,News,World,"['Politics and Government', 'Indigenous People', 'Referendums', 'Constitutions', 'Human Rights and Human Rights Violations']",1463
How Much Does That Oligarch’s Yacht Actually Cost?,2022-09-02,article,News,Style,"['High Net Worth Individuals', 'Luxury Goods and Services']",2007
Stephen Curry Said Davidson Changed His Life. He Changed Davidson.,2022-09-02,article,News,Sports,"['Colleges and Universities', 'Basketball', 'Awards, Decorations and Honors', 'Content Type: Personal Profile']",1603
New York’s Communal Summer Ritual: Grilling,2022-09-02,article,News,New York,"['Grilling (Cooking)', 'Summer (Season)', 'Families and Family Life', 'Parks and Other Recreation Areas']",901
‘Magic in Her Hands.’ The Woman Bringing India’s Forests Back to Life,2022-09-02,article,News,World,"['Trees and Shrubs', 'Forests and Forestry', 'Content Type: Personal Profile', 'Conservation of Resources', 'internal-sub-only']",1218
Strikes Sweep Britain as Workers Demand Better Pay,2022-09-02,article,News,Business Day,"['Strikes', 'Wages and Salaries', 'Organized Labor', 'Inflation (Economics)', 'Prices (Fares, Fees and Rates)', 'Economic Conditions and Trends']",1446
Fed Officials May Be Encouraged by the Latest Labor Data,2022-09-02,article,News,Business Day,"['Labor and Jobs', 'Inflation (Economics)', 'Interest Rates']",402
Job Market Cooled but Was Still Strong in August,2022-09-02,article,News,Business Day,"['United States Economy', 'Inflation (Economics)', 'Prices (Fares, Fees and Rates)', 'Labor and Jobs', 'Wages and Salaries', 'Unemployment', 'Interest Rates', 'Recession and Depression']",1282
"Step Right Up, Mr. Tough Guy, and Try Enduring Menstrual Cramps",2022-09-02,article,News,World,"['Menstruation', 'Women and Girls']",762
Vancouver’s Unconventional Approach to Its Fentanyl Crisis,2022-09-02,article,News,Podcasts,"['Drug Abuse and Traffic', 'Fentanyl', 'Opioids and Opiates', 'audio-neutral-informative']",339
A Fair Auctioned a Beloved Goat. Its Owners Filed a Federal Lawsuit.,2022-09-02,article,News,U.S.,"['Goats', 'Livestock', 'Pets', 'Auctions', 'Suits and Litigation (Civil)', 'Agriculture and Farming', 'Animal Abuse, Rights and Welfare']",779
The Serena Effect,2022-09-02,article,briefing,Briefing,"['internal-storyline-no', 'Tennis', 'Dancing', 'United States Open (Tennis)']",1658
How Californians Feel About Ripping Out Their Lawns,2022-09-02,article,briefing,U.S.,"['Drought', 'Law and Legislation', 'Flowers and Plants', 'Lawns']",1285
Myanmar Gives More Prison Time to Its Best-Known Convict,2022-09-02,article,News,World,"['Voter Fraud (Election Fraud)', 'Elections', 'Coronavirus (2019-nCoV)', 'Decisions and Verdicts', 'Political Prisoners', 'Prisons and Prisoners', 'Politics and Government', ""Coups D'Etat and Attempted Coups D'Etat"", 'Defense and Military Forces']",1041
Meet Starbucks’s New Chief Executive,2022-09-02,article,News,Business Day,[],1876
"A Trip Home With Moneybagg Yo, Trap’s New Ambassador",2022-09-02,article,News,Arts,"['Content Type: Personal Profile', 'Rap and Hip-Hop']",1308
‘The Rings of Power’ Premiere Recap: All Is Not Calm in Middle-Earth,2022-09-02,article,News,Arts,['Television'],1709
Price Cap on Russian Oil Wins Backing of G7 Ministers,2022-09-02,article,News,Business Day,"['Russian Invasion of Ukraine (2022)', 'Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)', 'Embargoes and Sanctions', 'International Trade and World Market', 'International Relations', 'United States International Relations']",1598
Beware of Scammers Trying to Capitalize on Student Loan Forgiveness,2022-09-02,article,News,Your Money,"['Student Loans', 'Frauds and Swindling', 'Spam (Electronic)', 'Consumer Protection', 'Federal Aid (US)']",938
